establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|match_company_name|stripped_company_name|company_name_multiple_match
Ohio|Allied Management Inc|OH|1|2|40|70015|301007753|'Allied Construction Services'|allied|false
Ridgefield|Allied Management Inc|WA|1|1|13|18288|301007753|'Allied Construction Services'|allied|false
Dayton|Allied Management Inc|NJ|1|2|10|15942|301007753|'Allied Construction Services'|allied|false
StLouis|Allied Management Inc|MO|1|1|6|17694|301007753|'Allied Construction Services'|allied|false
Warren Valve|Allied Management Inc|TX|1|2|100|208630|301007753|'Allied Construction Services'|allied|false
Mykawa6666|Allied Management Inc|TX|1|1|10|26626|301007753|'Allied Construction Services'|allied|false
Allied Pipe HOU|Allied Management Inc|TX|1|1|15|43839|301007753|'Allied Construction Services'|allied|false
Allied Pipe Ill|Allied Management Inc|IL|1|1|10|12723|301007753|'Allied Construction Services'|allied|false
Owens Corning Compton Roofing & Asphalt|Owens Corning|CA|1|2|115|264756||'Owens Corning'|owens corning|false
Jolly Roofing & Contracting Company Overall|Jolly Roofing and Contracting|TN|1|2|453|449997|621624798|'Jolly Roofing and Contracting Co. Inc.'|jolly roofing and contracting|false
Alumni Roofing Lexington|Alumni Roofing Co.|OH|1|2|23|44434|341865113|'Alumni Roofing Company'|alumni roofing|false
Tabcon Inc.|Tabcon Inc.|AZ|1|2|23|34329|742606736|'TABCON Inc.'|tabcon|false
Atlanta Roofing Plant|Owens Corning|GA|1|2|103|236580||'Owens Corning'|owens corning|false
Atlanta Asphalt Plant|Owens Corning|GA|1|1|16|37019||'Owens Corning'|owens corning|false
NG Ancona (Streator) Storage Station|Southern Company|IL|1|2|26|52104||'Southern National'|southern|false
NG Aurora Fleet Facility|Southern Company|IL|1|2|31|62124||'Southern National'|southern|false
NG Bellwood Reporting Center|Southern Company|IL|1|2|106|212424||'Southern National'|southern|false
NG Bloomington Reporting Center|Southern Company|IL|1|2|41|82164||'Southern National'|southern|false
NG Crestwood Reporting Center|Southern Company|IL|1|2|76|152304||'Southern National'|southern|false
NG Crystal Lake Reporting Center|Southern Company|IL|1|2|81|162324||'Southern National'|southern|false
NG DeKalb Reporting Center|Southern Company|IL|1|2|23|46092||'Southern National'|southern|false
NG Des Plaines Reporting Center|Southern Company|IL|1|2|81|162324||'Southern National'|southern|false
Haeber Roofing Company|Haeber Roofing Company|TX|1|2|33|66174||'Haeber Roofing'|haeber roofing|false
American Roofing & Metal|American Roofing & Metal|KY|1|2|236|232151|610192077|'American Roofing & Metal Co. Inc.'|american roofing & metal|false
J.L. Adler Roofing & Sheet Metal, Inc.|J.L. Adler Roofing & Sheet Metal, Inc.|IL|1|2|58|102522|362302162|'J.L. Adler Roofing & Sheet Metal Inc.'|j.l. adler roofing & sheet metal|false
Mandals Inc.|Mandal's Inc.|MS|1|2|71|152877|640430853|'Mandal's Inc.'|mandal's|false
Amazon Station -- DJE6|SBR Holdings|NJ|1|2|85|80000|852699857|'SBR Inc.'|sbr|false
Alpha Technologies Services Inc.|Alpha Technologies Services Inc.|WA|1|2|168|199325|912025134|'Alpha Construction Services'|alpha|false
Four Seasons Kanga Roof|Four Seasons Kanga Roof|MI|1|2|49|86900|371532159|'Four Seasons Kanga Roof'|four seasons kanga roof|false
Anderson Systems Inc.|Anderson Systems Inc.|CA|1|2|99|182717|770106803|'Anderson Associates'|anderson|false
NG Dixon Reporting Center|Southern Company|IL|1|2|25|50100||'Southern National'|southern|false
NG Elgin Reporting Center & Weld School|Southern Company|IL|1|2|47|94188||'Southern National'|southern|false
NG Glen Ellyn Reporting Center|Southern Company|IL|1|3|267|535068||'Southern National'|southern|false
NG Glenwood Reporting Center|Southern Company|IL|1|2|115|230460||'Southern National'|southern|false
NG Ingleside Reporting Center|Southern Company|IL|1|2|23|46092||'Southern National'|southern|false
NG Joliet Reporting Center|Southern Company|IL|1|2|129|258516||'Southern National'|southern|false
NG Kankakee Reporting Center|Southern Company|IL|1|2|28|56112||'Southern National'|southern|false
NG Naperville Reporting Center|Southern Company|IL|1|3|725|1452900||'Southern National'|southern|false
NG Ottawa Reporting Center|Southern Company|IL|1|2|34|68136||'Southern National'|southern|false
NG Rockford Service Center|Southern Company|IL|1|2|63|126252||'Southern National'|southern|false
NG Schaumburg Reporting Center|Southern Company|IL|1|2|66|132264||'Southern National'|southern|false
NG Shorewood Transmission Center|Southern Company|IL|1|2|22|44088||'Southern National'|southern|false
NG Troy Grove Storage Station|Southern Company|IL|1|2|21|42084||'Southern National'|southern|false
NG Yorkville Reporting Center|Southern Company|IL|1|2|67|134268||'Southern National'|southern|false
Anderson Development Company|Anderson Development Company|MI|1|2|121|249221||'Anderson Associates'|anderson|false
Excel Manufacturing|Excel Manufacturing|TX|1|3|350|731022|742760565|'Excel Construction Group'|excel|false
Professional Group Management Inc.|Professional Group Management Inc|FL|1|2|23|90594|650840982|'Professional Construction Services Inc.'|professional|false
4028-1980|Arrow|TX|1|2|22|44000|751238083|'Arrow Consulting Corp.'|arrow|false
4028-ARW01|Arrow|CO|1|3|373|746000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW02|Arrow|CO|1|3|1083|2166000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW04|Arrow|NY|1|2|48|96000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW07|Arrow|TX|1|2|64|128000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW13|Arrow|CA|1|2|70|140000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW14|Arrow|IL|1|2|24|48000|274093199|'Arrow Consulting Corp.'|arrow|false
4028-ARW15|Arrow|AL|1|2|39|78000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW18|Arrow|IL|1|2|40|100000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW19|Arrow|FL|1|2|38|76000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW27|Arrow|NY|1|2|28|56000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW28|Arrow|CA|1|2|22|44000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW29|Arrow|CA|1|2|32|64000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW30|Arrow|OH|1|2|38|76000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW31|Arrow|CA|1|2|48|96000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW32|Arrow|MN|1|2|71|142000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW33|Arrow|CA|1|2|25|50000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW35|Arrow|WA|1|2|22|44000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW37|Arrow|CA|1|2|24|48000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-ARW38|Arrow|TX|1|2|36|72000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-AZ001|Arrow|AZ|1|3|268|536000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-CON01|Arrow|MA|1|2|160|320000|113678390|'Arrow Consulting Corp.'|arrow|false
4028-IMX01|Arrow|VA|1|2|87|174000|541908609|'Arrow Consulting Corp.'|arrow|false
4028-NV01|Arrow|NV|1|3|755|1510000|111806155|'Arrow Consulting Corp.'|arrow|false
4028-NV02|Arrow|NV|1|2|22|45664|111806155|'Arrow Consulting Corp.'|arrow|false
4028-SEN01|Arrow|NY|1|2|38|76000|30471707|'Arrow Consulting Corp.'|arrow|false
Industrial First, Inc.|Industrial First, Inc.|OH|1|2|139|270654||'Industrial First Inc.'|industrial first|false
Evolve|Evolve|TX|1|2|21|40006||'Evolve Contractors'|evolve|false
ESI Inc.|ESI Inc.|OH|1|3|632|1422426|341002467|'ESi'|esi|false
Colorado Moisture Control, Inc.|Colorado Moisture Control, Inc.|CO|1|2|62|138183|840866575|'Colorado Moisture Control Inc.'|colorado moisture control|false
Guy Roofing Inc.|Guy Roofing Inc.|SC|1|2|118|259096|208994230|'Guy Roofing Inc.'|guy roofing|false
McCarthy Building Companies, Inc.|McCarthy Building Companies, Inc.|MO|1|3|206|536858|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Central Yard|McCarthy Building Companies|MO|1|2|15|40513|430399290|'McCarthy Building Companies'|mccarthy building companies|false
WUSM Research Bilding|McCarthy Building Companies, Inc.|MO|1|2|58|150174|430399290|'McCarthy Building Companies'|mccarthy building companies|false
HC NATIONWIDE LLC|HC NATIONWIDE LLC|OH|1|2|33|42262|300632487|'HC Nationwide LLC'|hc nationwide|false
Allied Crawford Steel|Allied Properties Inc|OH|1|2|34|79307||'Allied Construction Services'|allied|false
Macri Roofing, Inc.|Macri Roofing, Inc.|CT|1|2|25|62700|60887578|'Macri Roofing Inc.'|macri roofing|false
Maintenance Inc.|Maintenance Inc.|TX|1|1|9|18320|751423619|'Maintenance Management Inc.'|maintenance|false
Forsyth Pointe|McCarthy Building Companies, Inc.|MO|1|2|35|90738|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Mid State Roofing Inc|Mid State Roofing Inc|SC|1|2|22|42202|202017040|'Mid State Roofing Inc.'|mid state roofing|false
QSI Eagle Mountain|Tyson Foods|UT|1|2|30|64158|821059183|'Tyson Foods Inc.'|tyson foods|false
Crowther Roofing & Sheet Metal of Florida, Inc|Crowther Roofing & Sheet Metal of Florida, Inc|FL|1|3|610|1190275|650653836|'Crowther Roofing & Sheet Metal of Florida', 'Crowther Roofing & Sheet Metal of Florida, Inc.'|crowther roofing & sheet metal of florida|true
Premier Services|Premier Services|TX|1|2|22|30481|204499270|'Premier Enterprises'|premier|false
KPost Roofing and Waterproofing|KPost Company|TX|1|3|386|783095|270073666|'KPost Company'|kpost|false
Lakeside Construction Fasteners|Lakeside Construction Fasteners|AR|1|2|36|65816|464156870|'Lakeside Construction Fasteners'|lakeside construction fasteners|false
Interstate Ventures|Interstate Ventures|TN|1|2|32|81109|943422031|'Interstate Corp.'|interstate|false
HIGHLAND COMMERCIAL ROOFING INC. Oakland|HIGHLAND COMMERCIAL ROOFING, INC.|CA|1|2|25|50711|262593390|'Highland Commercial Roofing'|highland commercial roofing|false
Metalmaster Roofmaster|Metalmaster Roofmaster|IL|1|2|127|264160|363376644|'Metalmaster Roofmaster Inc.'|metalmaster roofmaster|false
BJC - Medical Center Campus Renewal|McCarthy Building Companies|MO|1|2|55|114699|430399290|'McCarthy Building Companies'|mccarthy building companies|false
NGA - Project Eero|McCarthy Building Companies|MO|2|2|90|234673|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Englert Inc|Englert Inc|NJ|1|2|200|581785||'Englert Inc.'|englert|false
Axiom Division 7|Axiom Division 7|WA|1|2|274|384949|261489962|'Axiom Division 7 Inc.'|axiom division 7|false
Corporate|Sun Coast Roofing Services, Inc|FL|1|2|98|210080|274860846|'Sun Coast Roofing Services, Inc'|sun coast roofing services|false
Whitco Roofing Inc.|Whitco Roofing Inc.|GA|1|2|59|123368|271843217|'Whitco Roofing Inc.'|whitco roofing|false
Premier Construction Services Inc.|Premier Construction Services Inc.|GA|1|2|28|40535|582337560|'Premier Enterprises'|premier|false
Corey Construction-HOU|Corey Management Group|TX|1|2|69|141278|464045602|'Corey Construction LLC'|corey|false
Premier Construction|Premier Construction Services Inc.|GA|1|2|28|40535|582337560|'Premier Enterprises'|premier|false
Corey Construction-DFW|Corey Management Group|TX|1|2|19|37890|464045602|'Corey Construction LLC'|corey|false
Springfield TN Owens Corning|Owens Corning|TN|1|2|60|102580|432109021|'Owens Corning'|owens corning|false
Owens Corning Foam Insulation LLC - Tallmadge|Owens Corning|OH|1|2|77|156187|383737830|'Owens Corning'|owens corning|false
Weaver Metal & Roofing, Inc.|Weaver Metal & Roofing, Inc.|NY|1|2|46|76947|161343726|'Weaver Metal & Roofing Inc.'|weaver metal & roofing|false
THOMAS CO BROOKLAWN|THOMAS COMPANY INC|NJ|1|2|7|13433|221801542|'Thomas Co. Inc.'|thomas|false
EGG HARBOR TTWP|THOMAS COMPANY INC|NJ|1|2|177|348693|221801542|'Thomas Co. Inc.'|thomas|false
Kato Roofing Inc|Kato Roofing Inc|MN|1|2|32|61140|411730975|'Kato Roofing Inc.'|kato roofing|false
Peach State Roofing Lawrenceville|Peach State Roofing, Inc.|GA|1|2|45|91724|581920786|'Peach State Roofing Inc.'|peach state roofing|false
gFour Marketing Group|gFour Marketing Group|FL|1|2|18|12263|320299157|'gFour Marketing'|gfour marketing|false
Metro Metals Corporation|Metro Metals Corporation|MN|1|2|39|64440|900070466|'Metro Metals'|metro metals|false
Moriarty's Roofing, Inc.|Moriarty's Roofing, Inc.|CA|1|2|27|51300|474961412|'Moriarty's Roofing, Inc.'|moriarty's roofing|false
PHRG PIT|Power Home Remodeling Group|PA|1|2|27|54000|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
N.F. Mansuetto & Sons, Inc. 2022|N.F. Mansuetto & Sons, Inc.|OH|1|2|85|140849|550483513|'N.F. Mansuetto & Sons Inc.'|n.f. mansuetto & sons|false
The Roof Depot, Inc.|The Roof Depot, Inc.|GA|1|2|123|249600|582385323|'The Roof Depot Inc.'|the roof depot|false
Pure Air Control Services|Tremco CPG, Inc.|FL|1|2|83|147990||'Tremco CPG Inc.'|tremco cpg|false
Tremco Barrier Solutions (Corp and Field)|Tremco CPG, Inc.|OH|1|2|35|48972||'Tremco CPG Inc.'|tremco cpg|false
Tremco Roofing and Building Maintenance-Weatherproofing Technologies, Inc. (Corp and Field)|Tremco CPG, Inc.|OH|1|3|1473|2655983||'Tremco CPG Inc.'|tremco cpg|false
R&B Roofing LLC|R&B Roofing LLC|TX|1|2|148|309028|571155052|'R&B Roofing LLC'|r&b roofing|false
Tremco CPG Inc. (Nudura Georgia)|Tremco CPG Inc.|GA|1|2|44|74279|980452807|'Tremco CPG Inc.'|tremco cpg|false
Farrell Roofing Inc|Farrell Roofing|DE|1|2|26|48890||'Farrell Roofing', 'Farrell Roofing Inc.'|farrell roofing|true
FAB Production Facility|GMT Corporation|IA|1|2|101|191613|421033414|'GMT Consulting Inc'|gmt|false
LPM Production Facility|GMT Corporation|IA|1|2|18|48425|421033414|'GMT Consulting Inc'|gmt|false
Doubletree by Hilton Roswell|RADCO|GA|1|2|38|62774|863758757|'Radco Construction Services'|radco|false
Hamilton Roofing Inc|Hamilton Roofing Inc|FL|1|2|30|51155||'Hamilton Roofing Inc.'|hamilton roofing|false
Mammoth Contracting, LLC|Mammoth Contracting, LLC|TX|1|2|15|30000|815179460|'Mammoth Contracting'|mammoth contracting|false
TruCraft Roofing, LLC|TruCraft Roofing, LLC|OH|1|2|45|119557|273250335|'TruCraft Roofing LLC'|trucraft roofing|false
Schultheis Roofing Inc.|Schultheis Roofing|PA|1|2|45|97936|251653339|'Schultheis Roofing Inc.'|schultheis roofing|false
Scott Properties Group Inc.|Scott Properties Group Inc.|CA|1|2|14|25624|204809829|'Scott Enterprises Inc.'|scott|false
Harbor Roofing and Contracting Inc.|Harbor Roofing and Contracting|MD|1|2|91|134189|464705635|'Harbor Roofing and Contracting, Inc.'|harbor roofing and contracting|false
Hartford South, LLC|Hartford South, LLC|FL|1|2|75|141099||'Hartford South LLC'|hartford south|false
All Seasons Roofing, LLC|All Seasons Roofing, LLC|MO|1|2|15|28858|204885966|'All Seasons Roofing LLC'|all seasons roofing|false
Rite-Way Roof Corporation|Rite-Way Roof Corporation|CA|1|2|35|48214|330978921|'Rite-Way Roof Corporation'|rite-way roof|false
Legacy Roofing Services|Legacy Roofing Services|OH|1|2|147|264200|842210872|'Legacy Roofing', 'Legacy Roofing LLC'|legacy roofing|true
One Ply Roofing Co|One Ply Roofing Co.|TX|1|1|5|9800|473234734|'One Ply Roofing Co.'|one ply roofing|false
Legacy roofing Services LLC|Legacy Roofing Services LLC|OH|1|2|147|264200|842210872|'Legacy Roofing', 'Legacy Roofing LLC'|legacy roofing|true
Ace Roofing LLC|Ace Roofing LLC|MT|1|2|27|44632|208967459|'Ace Roofing', 'Ace Roofing Inc.'|ace roofing|true
Pinnacle Roofing Group|Pinnacle Roofing Group|FL|1|2|23|41000|844581614|'Pinnacle Roofing'|pinnacle roofing|false
NextGen Services Group|NextGen Services Group|NJ|1|2|28|58240|475017911|'NextGen Construction Group'|nextgen|false
Orndorff & Spaid Inc.|Orndorff & Spaid Inc.|MD|1|2|170|382749||'Orndorff & Spaid Inc.'|orndorff & spaid|false
Empire Roofing Inc.|Empire Roofing Inc.|MT|1|2|16|27434|810495020|'Empire Roofing Corp.', 'Empire Roofing Inc.', 'Empire Roofing LLC', 'Empire Roofing Solutions', 'Empire Roofing Systems Inc.', 'Empire Roofing, Inc.'|empire roofing|true
Indianapolis|RCI  LLC|IN|1|3|425|765466|223530212|'RCI Services LLC'|rci|false
4057_7882|Pro Services|MI|2|3|305|523104|383637535|'Pro Services CO LLC'|pro|false
PRO Services|PRO Services|MI|1|3|305|523104|383637535|'Pro Services CO LLC'|pro|false
Aderhold Roofing Corporation|Aderhold Roofing|FL|1|2|36|68873|275227926|'Aderhold Roofing'|aderhold roofing|false
IronShore Contracting LLC|IronShore Contracting|MD|1|2|52|60432|383758816|'IronShore Contracting LLC'|ironshore contracting|false
Superior Roofing|Superior Roofing Services Inc|IN|1|2|59|91352||'Superior Roofing Inc.', 'Superior Roofing LLC', 'Superior Roofing Services Inc.', 'Superior Roofing Systems Inc.'|superior roofing|true
Professional Construction Inc.|Professional Construction Inc.|WI|1|2|22|45745|201338948|'Professional Construction Services Inc.'|professional|false
S.Roofing|Scudder Roofing Co.|CA|1|2|83|118334|942906312|'Scudder Roofing Co.'|scudder roofing|false
The Roof Authority, Inc.|The Roof Authority, Inc.|FL|1|2|26|42111|650384452|'The Roof Authority Inc.'|the roof authority|false
1st Choice Roofing Company|1st Choice Roofing Company|OH|1|2|19|37880|113793690|'1st Choice Roofing Co.'|1st choice roofing|false
Wm. Kramer & Son, Inc|Wm. Kramer & Son, Inc|OH|1|2|78|131583|310787481|'Wm. Kramer & Son Inc.'|wm. kramer & son|false
Landmark Contracting|Landmark Contracting, LLC|OR|1|2|21|26753|473186402|'Landmark Contracting, LLC'|landmark contracting|false
BARCO ENTERPRISES INC|BARCO ENTERPRISES INC|MD|1|2|25|92463||'Barco Consulting Inc.'|barco|false
Dynamic National|Dynamic Holdings|FL|1|2|39|238160|832750109|'Dynamic National'|dynamic|false
Bravo Inc.|Bravo Inc.|TN|1|2|49|80223|352650216|'Bravo International Group'|bravo|false
Dri Tech Corporation|Dri Tech Corporation|NV|1|2|105|169547|880394400|'Dri Tech LLC'|dri tech|false
innovative metal company|The Garland Company Inc.|GA|1|2|70|133823|341781858|'The Garland Company Inc.'|the garland|false
Matthew Warren Inc.|MW Industries Inc.|NC|1|3|1756|3590682|382938499|'MW'|mw|false
EFI, Inc.|EFI, Inc.|MI|1|2|90|149204||'EFI Global Inc'|efi|false
Precision LLC|Precision LLC|OR|1|2|60|94000||'Precision Construction Services'|precision|false
ALLIED CONSTRUCTION MANAGEMENT|ALLIED CONSTRUCTION MANAGEMENT|NJ|1|2|61|111491|223558617|'Allied Construction Services'|allied|false
Four Seasons Atlanta|Four Seasons|GA|1|3|260|40926186|582297566|'Four Seasons Construction LLC'|four seasons|false
Benchmark Industrial Inc|Benchmark|OH|1|2|60|128960|832299285|'Benchmark Inc.'|benchmark|false
North American Roofing Services, Inc.|North American Roofing Services, Inc.|FL|1|2|150|309330|832410355|'North American Roofing Services, LLC'|north american roofing services|false
SK5|Skyline|IL|1|3|315|655363|364098875|'Skyline Construction Services Inc.'|skyline|false
