company_name|ein|annual_average_employees_2020|annual_average_employees_2021|annual_average_employees_2022|annual_average_employees_2023|annual_average_employees_2024|total_hours_worked_2020|total_hours_worked_2021|total_hours_worked_2022|total_hours_worked_2023|total_hours_worked_2024|pitchbook_list_website|pitchbook_list_company_name|top100_company_name|nrca_list_company_name|affinity_organizations_20250915_141926_company_name|osha_company_name|stripped_company_name
Four Seasons Kanga Roof|371532159|35|45|49|55|65|42620|41702|86900|92287|120480||||Four Seasons Kanga Roof||Four Seasons Kanga Roof|four seasons kanga roof
Four Seasons Roofing|680287517|20|0|0|0|0|33335|0|0|0|0||||||Four Seasons Roofing|four seasons roofing
Frank Fiala Roofing, Inc.|943227246|19|19|18|21|21|40328|38792|36091|42871|44165||||||Frank Fiala Roofing, Inc.|frank fiala roofing
Franks Roofing & Spraying Inc|592384290|12|19|0|0|0|67000|39520|0|0|0||||||Franks Roofing & Spraying Inc|franks roofing & spraying
Fraser Roofing LLC|271166392|0|0|0|0|60|0|0|0|0|88320|||Fraser Roofing, LLC|||Fraser Roofing LLC|fraser roofing
Freddy and Son LLC|821093128|0|0|0|0|15|0|0|0|0|22040||||||Freddy and Son LLC|freddy & son
Front Range Roofing Systems, LLC|841597218|145|0|130|130|123|266006|0|237438|221681|203003|www.frontrangeroofing.com|Front Range Roofing Systems||Front Range Roofing Systems LLC||Front Range Roofing Systems, LLC|front range roofing
Frontier Roofing||0|0|0|0|15|0|0|0|0|31200||||||Frontier Roofing|frontier roofing
Frost Roofing, Inc.|300040717|0|0|0|27|26|0|0|0|58630|56022||||Frost Roofing Inc.||Frost Roofing, Inc.|frost roofing
Fry Roofing, Inc.|742384343|19|0|0|0|0|33300|0|0|0|0||||Fry Roofing Inc.||Fry Roofing, Inc.|fry roofing
Fullmer Brotherhood Construction LLC|851560452|0|0|0|53|0|0|0|0|80118|0||||||Fullmer Brotherhood Construction LLC|fullmer brotherhood
Furoga Roofing Solutions|874189291|0|0|0|8|0|0|0|0|2000|0||||Furoga Roofing solutions||Furoga Roofing Solutions|furoga roofing
G 7 HOLDINGS, INC.|651037789|21|0|0|0|0|35234|0|0|0|0||||||G 7 HOLDINGS, INC.|g 7
G Construction Contractors LLC|352700855|0|0|0|50|0|0|0|0|86400|0|||||G. Ventures|G Construction Contractors LLC|g
G Fedale General Contractors LLC|300808228|0|89|0|0|0|0|173366|0|0|0||||||G Fedale General Contractors LLC|g fedale general
G. E. Riddiford Company, Inc. dba Riddiford Roofing Company|362554721|110|110|110|118|100|235574|222714|218527|232485|230170||||||G. E. Riddiford Company, Inc. dba Riddiford Roofing Company|g. e. riddiford company inc. dba riddiford roofing
G.R. Roofing Co., Inc.|010494204|18|17|0|0|0|29013|27668|0|0|0||||||G.R. Roofing Co., Inc.|g.r. roofing
GAGNON ROOFING, INC.|831871918|29|32|41|44|0|34435|36945|50275|70376|0||||||GAGNON ROOFING, INC.|gagnon roofing
GAMERO LEGACY LLC|871883633|0|0|11|0|0|0|0|9024|0|0||||||GAMERO LEGACY LLC|gamero legacy
GEBS INDUSTRIES INC.|454048697|37|0|0|0|0|72152|0|0|0|0||||||GEBS INDUSTRIES INC.|gebs
GEISSLER ROOFING CO., INC.|370289850|0|46|0|32|0|0|75255|0|67291|0||||Geissler Roofing Co.||GEISSLER ROOFING CO., INC.|geissler roofing
GF Sprague And Company LLC|923868050|0|0|0|0|19|0|0|0|0|38200||||||GF Sprague And Company LLC|gf sprague
GIRALD ROOFING SOLUTIONS LLC|882229131|0|0|0|2|29|0|0|0|680|29352||||||GIRALD ROOFING SOLUTIONS LLC|girald roofing
GKL Companies, Inc.|631050306|0|0|0|17|17|0|0|0|33592|37818||||GKL Companies Inc.||GKL Companies, Inc.|gkl companies
GMC Blue Service|274017600|0|0|0|30|15|0|0|0|62400|30000||||||GMC Blue Service|gmc blue service
GO SOLAR POWER LLC|823123181|17|20|0|0|0|32046|35245|0|0|0||||||GO SOLAR POWER LLC|go solar power
GP Martini Roofing Co.|271634835|15|14|12|12|0|22830|14998|23758|23520|0||||||GP Martini Roofing Co.|gp martini roofing
GRAYHAWK ROOFING SOLUTIONS, INC.|814831853|0|0|0|0|19|0|0|0|0|18375||||||GRAYHAWK ROOFING SOLUTIONS, INC.|grayhawk roofing
GRIEME ROOFING COMPANY INC|561318986|0|0|0|0|31|0|0|0|0|43397||||Grieme Roofing Co. Inc.||GRIEME ROOFING COMPANY INC|grieme roofing
GSM Roofing|232553249|92|109|102|204|101|196983|231257|197551|420390|195578||||GSM Roofing||GSM Roofing|gsm roofing
GSM Services|560883987|460|236|243|270|267|917198|417999|471097|561600|554840||||||GSM Services|gsm
GTO Construction, Inc|815373124|0|5|0|0|0|0|8168|0|0|0||||||GTO Construction, Inc|gto
GUNTER CONSTRUCTION ROOFING, INC.|611065364|34|31|33|33|0|69294|64837|66321|65724|0||||Gunter Construction Roofing Inc.||GUNTER CONSTRUCTION ROOFING, INC.|gunter construction roofing
Gale Force Roofing and Restoration, LLC|824760284|0|0|0|23|21|0|0|0|47840|41976||||||Gale Force Roofing and Restoration, LLC|gale force roofing & restoration
Galloway Roofing|454152916|0|44|0|0|0|0|90030|0|0|0|www.gallowayroofing.com|Galloway Roofing||||Galloway Roofing|galloway roofing
Garabar Inc|562563387|0|127|155|155|149|0|257603|325000|297379|306796||||||Garabar Inc|garabar
Garcia Roofing & Sheet Metal, Inc.|200737553|0|150|0|0|0|0|300000|0|0|0||||||Garcia Roofing & Sheet Metal, Inc.|garcia roofing & sheet metal
Garcia Sheet Metal LLC||0|0|149|91|128|0|0|177193|189280|144153||||||Garcia Sheet Metal LLC|garcia sheet metal
Gardner-Watson Decking|821628414|0|0|0|127|0|0|0|0|298908|0||||||Gardner-Watson Decking|gardner-watson decking
Gehringer Corporation|232299879|21|20|19|24|18|38699|42277|38112|44324|33330||||||Gehringer Corporation|gehringer
Gen3 AZ LLC||99|87|0|0|0|205454|179665|0|0|0||||||Gen3 AZ LLC|gen3 az
Gen3 CO LLC||199|138|0|0|0|247280|306671|0|0|0|||||Gen3 Ventures|Gen3 CO LLC|gen3
Get Coastal Exteriors, Inc.|475653758|0|0|0|0|25|0|0|0|0|53520||||||Get Coastal Exteriors, Inc.|get coastal exteriors
Gibson's Roofs, Inc|42860191|0|0|0|36|0|0|0|0|60064|0||||Gibson's Roofs Inc.||Gibson's Roofs, Inc|gibson's roofs
Gil's Ventures, LLC||0|0|0|10|0|0|0|0|15442|0||||||Gil's Ventures, LLC|gil's
Gillespie Roofing, Inc.|911334128|17|16|12|13|10|35011|30074|20867|25295|20473||||Gillespie Roofing Inc.||Gillespie Roofing, Inc.|gillespie roofing
Glandt Roofing LLC|832568405|0|0|0|15|15|0|0|0|15340|19585||||||Glandt Roofing LLC|glandt roofing
Glidden Roofing Corporation|010463435|0|15|0|0|0|0|45405|0|0|0||||Glidden Roofing Co.||Glidden Roofing Corporation|glidden roofing
Global Roofing Group|860254394|56|46|97|403|548|82359|95680|40956|1002191|931124|unknown|Global Roofing Group (Acquired)||Global Roofing Group||Global Roofing Group|global roofing
Global SBS Group, LLC DBA Structural Building Systems|812897832|0|6|0|0|0|0|5760|0|0|0||||||Global SBS Group, LLC DBA Structural Building Systems|global sbs group llc dba structural building
Gluth Brothers Roofing Company Inc.|351850178|49|49|51|63|58|98000|70802|75521|93312|88606||||Gluth Brothers Roofing Co. Inc.||Gluth Brothers Roofing Company Inc.|gluth brothers roofing
GoGreen Roofing Corporation|460840169|80|60|62|72|0|122432|108670|117977|127112|0||||||GoGreen Roofing Corporation|gogreen roofing
Golden State Roofing|562323166|0|0|96|0|0|0|0|54014|0|0||||||Golden State Roofing|golden state roofing
Gomez and Son Contracting, LLC|931827483|0|0|55|55|70|0|0|135115|135282|129910||||||Gomez and Son Contracting, LLC|gomez & son contracting
Goodrich Roofing|856008844|25|0|0|19|19|51000|0|0|39520|39520||||||Goodrich Roofing|goodrich roofing
Goods Construction Co LLC|541969224|0|71|0|80|90|0|155064|0|166400|187200||||||Goods Construction Co LLC|goods
Gordon Contractors Inc.|412043935|108|94|84|79|76|210457|177003|166370|150612|143752||||Gordon Contractors Inc.||Gordon Contractors Inc.|gordon
Gordon North Roofing Company|383182113|35|43|12|20|0|55845|59309|17104|25202|0||||||Gordon North Roofing Company|gordon north roofing
Gorman Roofing||0|0|0|0|216|0|0|0|0|473391|www.gormanroofing.com|Gorman Roofing Services||Gorman Roofing Services, LLC||Gorman Roofing|gorman roofing
Grace Roofing & Sheet Metal Enterprise|263981778|0|30|30|40|45|0|59239|5472275|54987|61410||||Grace Roofing & Sheet Metal Enterprise||Grace Roofing & Sheet Metal Enterprise|grace roofing & sheet metal enterprise
Graham Prewett, Inc.|770565773|0|82|78|79|80|0|145409|137794|157581|160736||||Graham Prewett Inc.||Graham Prewett, Inc.|graham prewett
Graham Roofing Incorporated|640512412|48|39|42|37|38|101716|79425|82477|76071|70513||||Graham Roofing Inc.||Graham Roofing Incorporated|graham roofing
Granite City Roofing, Inc.|411266940|24|27|25|33|28|50058|52211|34818|55568|39118||||Granite City Roofing Inc.||Granite City Roofing, Inc.|granite city roofing
Graziano Custom Roofing Inc|203964852|0|0|0|0|22|0|0|0|0|39660||||||Graziano Custom Roofing Inc|graziano custom roofing
Graziano Roofing Inc|954514926|0|0|0|0|10|0|0|0|0|13746||||||Graziano Roofing Inc|graziano roofing
Great Lakes Roofing Corporation|391583074|21|22|43|84|0|37878|41718|80251|158909|0||||Great Lakes Roofing Corp.||Great Lakes Roofing Corporation|great lakes roofing
Great Lakes Systems|381868212|0|0|44|45|44|0|0|87056|71883|80822||||Great Lakes Systems Inc.||Great Lakes Systems|great lakes
Greenwood Industries|43165907|0|0|0|252|0|0|0|0|503143|0|||Greenwood Industries|Greenwood Industries Inc.||Greenwood Industries|greenwood
Greenwood-Industries|043165907|26|25|0|0|41|54600|52500|0|0|80454||||||Greenwood-Industries|greenwood-industries
Greg's Roofing Inc.|592117742|19|20|22|22|22|35765|42273|39617|40615|38824||||||Greg's Roofing Inc.|greg's roofing
Greiner Buildings, Inc.|203161316|0|50|42|0|0|0|81768|65584|0|0||||||Greiner Buildings, Inc.|greiner buildings
Griffith Roofing Co.||0|42|40|42|0|0|77912|69578|79668|0||||Griffith Roofing Co.||Griffith Roofing Co.|griffith roofing
Grizzly Roofing LLC|842125236|0|0|0|20|0|0|0|0|29000|0||||Grizzly Roofing LLC||Grizzly Roofing LLC|grizzly roofing
Grove Roofing Services, Inc.||88|0|0|0|0|132515|0|0|0|0|groveroofing.co.uk|Grove Roofing Contractors||Grove Roofing Services Inc.||Grove Roofing Services, Inc.|grove roofing
Gryphon Companies, Inc|860920057|45|51|49|38|37|98000|106080|101520|61123|57720||||||Gryphon Companies, Inc|gryphon companies
Guarantee Roofing & Sheet Metal of SD, Inc.||0|0|0|55|55|0|0|0|141889|154681||||||Guarantee Roofing & Sheet Metal of SD, Inc.|guarantee roofing & sheet metal of sd
Guarantee Roofing & Sheet Metal, Inc.|470696991|28|28|28|27|0|45625|39572|47372|54231|0||||||Guarantee Roofing & Sheet Metal, Inc.|guarantee roofing & sheet metal
Guardian Roofing, Gutters & Insulation|814469822|75|85|0|0|126|165459|168385|0|0|86816||||||Guardian Roofing, Gutters & Insulation|guardian roofing gutters & insulation
Gulf Coast Roofing Co., Inc|591642967|43|39|33|32|36|56514|47247|42388|44582|52031||||||Gulf Coast Roofing Co., Inc|gulf coast roofing
Gulfstream Roofing, Inc.|591824838|26|0|0|0|0|43680|0|0|0|0||||Gulfstream Roofing Inc.||Gulfstream Roofing, Inc.|gulfstream roofing
Gunton Corporation|340766218|0|0|0|0|117|0|0|0|0|238160||||||Gunton Corporation|gunton
Gustafson Industries Inc|592741607|30|30|30|35|43|65979|67955|65002|80579|98920||||Gustafson Industries Inc.||Gustafson Industries Inc|gustafson
Gutier LLC|472318149|34|54|23|27|0|70190|111493|46110|54085|0||||||Gutier LLC|gutier
Guy Roofing|208994230|0|131|118|131|124|0|295310|259096|280791|277810||||Guy Roofing Inc.||Guy Roofing|guy roofing
Guyette Roofing and Construction|462720062|0|0|0|39|38|0|0|0|91520|88920||||Guyette Roofing and Construction||Guyette Roofing and Construction|guyette roofing
Gwaltney, LLC|480883612|60|41|0|0|0|110845|83365|0|0|0||||||Gwaltney, LLC|gwaltney
Gwaltney, LLC d/b/a Diamond Roofing|832080398|0|0|0|90|0|0|0|0|173342|0||||||Gwaltney, LLC d/b/a Diamond Roofing|gwaltney llc d/b/a diamond roofing
H & H Industrial|272492943|0|0|0|11|11|0|0|0|16231|16204||||||H & H Industrial|h & h industrial
H & H Metal|721144669|0|34|29|23|21|0|45636|43199|34805|31168||||||H & H Metal|h & h metal
H K Griffith Inc|510328461|46|42|39|39|37|101244|83265|93949|80863|83675||||||H K Griffith Inc|h k griffith
H Mac Roofing, Inc.|813795442|0|0|0|0|20|0|0|0|0|31835||||||H Mac Roofing, Inc.|h mac roofing
H&E Roofing & Sheet Metal Construction|371961501|0|0|0|0|16|0|0|0|0|25720||||||H&E Roofing & Sheet Metal Construction|h & e roofing & sheet metal
H&S Building Material, LP|432091516|0|0|16|39|44|0|0|26215|61254|83783||||||H&S Building Material, LP|h & s building material
H. Klein & Sons, Inc.|110959930|14|0|0|0|0|20861|0|0|0|0||||||H. Klein & Sons, Inc.|h. klein & sons
HARBOR ROOFING and CONTRACTING INC|464705635|91|90|91|75|80|130319|120527|134189|123113|108660||||Harbor Roofing and Contracting, Inc.||HARBOR ROOFING and CONTRACTING INC|harbor roofing & contracting
HARNEFL, LLC|853485931|0|31|36|0|0|0|18334|72040|0|0||||||HARNEFL, LLC|harnefl
HARSEGA, LLC|862856933|0|0|34|0|0|0|0|44630|0|0||||||HARSEGA, LLC|harsega
HC NATIONWIDE LLC|300632487|30|30|33|35|30|31521|30862|42262|32907|43807||||HC Nationwide LLC||HC NATIONWIDE LLC|hc nationwide
HD ROOFING  SOLAR, LLC.|822368213|62|0|0|114|42|79331|0|0|210258|64366||||||HD ROOFING  SOLAR, LLC.|hd roofing solar
HENRIS SUPPLY INC|941558409|0|0|22|27|22|0|0|34409|45962|33955||||||HENRIS SUPPLY INC|henris supply
HIS Comp LLC|300938635|0|0|19|20|28|0|0|27130|30848|34700||||||HIS Comp LLC|his comp
HOBS Industrial Roofing & Sheet Metal|203344990|0|0|0|33|0|0|0|0|33055|0||||HOBS Industrial Roofing & Sheet Metal Inc.||HOBS Industrial Roofing & Sheet Metal|hobs industrial roofing & sheet metal
HRT Roofing & Construction, Inc.|742944379|0|0|22|0|0|0|0|43702|0|0||||||HRT Roofing & Construction, Inc.|hrt roofing
HUDSON CONTRACTING, LLC|830631529|0|0|0|0|20|0|0|0|0|22000||||||HUDSON CONTRACTING, LLC|hudson contracting
HW Contracting, LLC|450890741|0|0|21|22|21|0|0|43596|43596|46805||||||HW Contracting, LLC|hw contracting
HYLKEMA ROOFING|952789166|0|0|0|0|128|0|0|0|0|275391||||||HYLKEMA ROOFING|hylkema roofing
Haeber Roofing Company|741995512|40|38|33|36|38|83820|77297|66174|74855|80760||||Haeber Roofing||Haeber Roofing Company|haeber roofing
Hale Contracting, Inc.|161513772|0|82|90|84|98|0|122200|128581|127081|161860||||Hale Contracting Inc.||Hale Contracting, Inc.|hale contracting
Hamilton Roofing Inc||31|37|30|40|0|57986|30450|51155|75460|0|www.hamiltonroofinginc.com|Hamilton Roofing||Hamilton Roofing Inc.||Hamilton Roofing Inc|hamilton roofing
Handyman Home Repair Service of Pinellas Inc|593307835|0|0|175|178|0|0|0|180066|231594|0||||||Handyman Home Repair Service of Pinellas Inc|handyman home repair service of pinellas
Hanley Construction|911620989|46|0|47|47|45|8760|0|102416|103032|92333||||||Hanley Construction|hanley
Hannabri Services Inc|205668104|0|0|0|0|63|0|0|0|0|150594||||||Hannabri Services Inc|hannabri
Hanson Services|862576771|0|0|0|6|0|0|0|0|746|0||||||Hanson Services|hanson
Harbor Roofing and Waterproofing Inc.|843468576|0|55|0|0|0|0|35195|0|0|0||||||Harbor Roofing and Waterproofing Inc.|harbor roofing & waterproofing
Harborside Restoration, Inc.||0|2|0|0|0|0|1952|0|0|0||||||Harborside Restoration, Inc.|harborside restoration
Hargrove Roofing LLC|822688042|0|0|46|0|0|0|0|85644|0|0|||Hargrove Roofing|||Hargrove Roofing LLC|hargrove roofing
Harness Roofing Inc.|710654212|11|8|8|7|11|22428|4929|15822|9889|24244||||Harness Roofing Inc.||Harness Roofing Inc.|harness roofing
Harold E. Shuck, Inc.|344424253|0|0|0|0|25|0|0|0|0|30475||||||Harold E. Shuck, Inc.|harold e. shuck
Harold J. Becker Company, Inc.|310621952|68|54|48|67|65|118147|99480|90913|128361|121013||||Harold J. Becker Co. Inc.||Harold J. Becker Company, Inc.|harold j. becker
Harris Brothers Roofing Company|550365966|36|39|36|36|33|67543|78853|67787|69602|69357||||||Harris Brothers Roofing Company|harris brothers roofing
Hartford South, LLC||104|82|75|102|94|159999|148465|141099|138658|238160||||Hartford South LLC||Hartford South, LLC|hartford south
Hasheider Roofing & Siding, Ltd.|391479606|0|0|0|25|0|0|0|0|45092|0||||||Hasheider Roofing & Siding, Ltd.|hasheider roofing & siding
Hayden Building Maintenance Corp.|133152634|73|42|0|0|0|85289|75040|0|0|0|||Hayden Building Maintenance Corporation|Hayden Building Maintenance Corp.||Hayden Building Maintenance Corp.|hayden building maintenance
Headlee Roofing Co., Inc.|860493494|0|75|74|0|66|0|139000|139855|0|135040||||||Headlee Roofing Co., Inc.|headlee roofing
Heartland Roofing, Siding and Windows, LLC|464563184|0|0|0|28|0|0|0|0|53668|0||||||Heartland Roofing, Siding and Windows, LLC|heartland roofing siding & windows
Hegarty Corp|853579759|0|0|0|0|11|0|0|0|0|20716||||||Hegarty Corp|hegarty
Heidler Roofing LLC|934201538|0|0|0|0|58|0|0|0|0|108628|heidlerroofing.com|Heidler Roofing Services||Heidler Roofing LLC.||Heidler Roofing LLC|heidler roofing
Henderson Roofing|922656743|0|0|0|0|44|0|0|0|0|45499||||Henderson Roofing Inc.||Henderson Roofing|henderson roofing
Henson Robinson Company|370680340|0|170|0|0|0|0|327989|0|0|0||||Henson Robinson Co.||Henson Robinson Company|henson robinson
Heritage One Roofing, Inc.|752916997|95|70|0|105|108|210243|121500|0|281440|321586||||||Heritage One Roofing, Inc.|heritage one roofing
Hertless Brothers Roofing, Inc.|202009976|20|20|20|20|17|36136|35748|37480|31699|29682||||Hertless Brothers Roofing Inc.||Hertless Brothers Roofing, Inc.|hertless brothers roofing
Herzog Roofing|411380767|96|85|81|96|93|204148|188276|203505|205533|200747||||||Herzog Roofing|herzog roofing
Hicks Roofing|340764898|33|0|33|22|24|47346|0|41972|34304|32959||||Hicks Roofing Co. Inc.||Hicks Roofing|hicks roofing
High Desert Roofing, Inc.|850448418|0|0|30|0|40|0|0|33400|0|48589||||||High Desert Roofing, Inc.|high desert roofing
High Quality Roofing, Co|843818650|0|0|0|0|36|0|0|0|0|54317||||||High Quality Roofing, Co|high quality roofing
High Tower Roofing|455365826|59|61|58|117|74|92679|91544|116339|41074|38541||||||High Tower Roofing|high tower roofing
Highland Commercial Roofing NorCal, LLC|262593390|0|21|25|38|43|0|41336|50711|76339|85926||||||Highland Commercial Roofing NorCal, LLC|highland commercial roofing norcal
Highland Commercial Roofing PNW, LLC|821972076|0|0|0|7|13|0|0|0|14213|26828||||||Highland Commercial Roofing PNW, LLC|highland commercial roofing pnw
Highland Roofing Company||39|51|57|171|76|78357|87165|109132|345044|147533||||Highland Roofing Company||Highland Roofing Company|highland roofing
Hinkle Roofing Products, Inc|631211070|21|20|22|22|0|43680|41600|45760|45760|0||||||Hinkle Roofing Products, Inc|hinkle roofing products
Hite Roofing|521437805|30|28|24|31|26|56075|45987|44391|48147|42141||||||Hite Roofing|hite roofing
Holland Roofing Group|311551993|0|0|52|45|0|0|0|104961|94171|0|hollandroofing.com|Holland Roofing||Holland Roofing Group||Holland Roofing Group|holland roofing
Holland Roofing SPD|061691050|0|0|0|0|53|0|0|0|0|111659||||||Holland Roofing SPD|holland roofing spd
Holland Roofing of Columbus|611288761|0|0|32|0|16|0|0|63562|0|34369||||||Holland Roofing of Columbus|holland roofing of columbus
Holt Roofing Company|341283297|0|19|19|22|0|0|29704|36000|34000|0||||Holt Roofing Co. Inc.||Holt Roofing Company|holt roofing
Holthaus Companies, Inc.|204920877|0|21|16|11|20|0|29136|24221|24098|25697||||||Holthaus Companies, Inc.|holthaus companies
Home Evolution Roofing LLC|472906667|0|0|0|40|0|0|0|0|67400|0||||||Home Evolution Roofing LLC|home evolution roofing
Home Pride Contractors, Inc|465538598|0|0|0|0|36|0|0|0|0|64424||||Home Pride Contractors, Inc||Home Pride Contractors, Inc|home pride
Horch Roofing, Inc.|272039379|0|0|56|0|0|0|0|105472|0|0||||Horch Roofing||Horch Roofing, Inc.|horch roofing
Horizon Roofing, Inc|411765296|0|0|0|145|147|0|0|0|283112|234807||||Horizon Roofing Ltd.||Horizon Roofing, Inc|horizon roofing
Horn Brothers Roofing Inc|203266095|0|0|0|0|20|0|0|0|0|37948||||||Horn Brothers Roofing Inc|horn brothers roofing
Hotline Exchange Inc. DBA Hirschi Roofing and Insulation|870478688|0|0|0|0|32|0|0|0|0|65950||||||Hotline Exchange Inc. DBA Hirschi Roofing and Insulation|hotline exchange inc. dba hirschi roofing & insulation
Houck Services,, Inc.|232018670|250|320|280|320|140|362233|435845|413021|453999|296582||||Houck Services||Houck Services,, Inc.|houck
