establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Sand Mountain Hatchery|Tyson Foods, Inc.|AL|1|2|25|51758|560754148|'Tyson Foods Inc.'|tyson foods|false
Sedalia Feed Mill|Tyson Foods, Inc.|MO|1|2|41|90338|710815087|'Tyson Foods Inc.'|tyson foods|false
Sedalia Freezer|Tyson Foods, Inc.|MO|1|2|37|71450|710815087|'Tyson Foods Inc.'|tyson foods|false
Sedalia Growout|Tyson Foods, Inc.|MO|1|2|70|154736|710815087|'Tyson Foods Inc.'|tyson foods|false
Sedalia Hatchery|Tyson Foods, Inc.|MO|1|2|34|65221|710815087|'Tyson Foods Inc.'|tyson foods|false
Sedalia Plant|Tyson Foods, Inc.|MO|1|3|1571|2952718|710815087|'Tyson Foods Inc.'|tyson foods|false
Seguin Growout|Tyson Foods, Inc.|TX|1|2|28|66615|560754148|'Tyson Foods Inc.'|tyson foods|false
Seguin Plant|Tyson Foods, Inc.|TX|1|3|654|1178248|560754148|'Tyson Foods Inc.'|tyson foods|false
Shelbyville Feed Mill|Tyson Foods, Inc.|TN|1|2|22|47943|560754148|'Tyson Foods Inc.'|tyson foods|false
Shelbyville Hatchery|Tyson Foods, Inc.|TN|1|2|39|66673|560754148|'Tyson Foods Inc.'|tyson foods|false
Shelbyville Plant|Tyson Foods, Inc.|TN|1|3|1350|2675974|560754148|'Tyson Foods Inc.'|tyson foods|false
Sherman Case Rdy Plant|Tyson Foods, Inc.|TX|1|3|1732|3655168|710857514|'Tyson Foods Inc.'|tyson foods|false
Siloam Springs Hatchery|Tyson Foods, Inc.|AR|1|2|51|106420|710628109|'Tyson Foods Inc.'|tyson foods|false
Sioux City Freezer|Tyson Foods, Inc.|IA|1|2|68|143106|710857514|'Tyson Foods Inc.'|tyson foods|false
Snead Growout|Tyson Foods, Inc.|AL|1|2|24|61932|560754148|'Tyson Foods Inc.'|tyson foods|false
Southeast Farms (CV)|Tyson Foods, Inc.|GA|1|2|54|128466|710628109|'Tyson Foods Inc.'|tyson foods|false
Southeast Transportation (CV)|Tyson Foods, Inc.|GA|1|2|28|57159|710628109|'Tyson Foods Inc.'|tyson foods|false
Southwest Farms (CV)|Tyson Foods, Inc.|AR|1|2|59|134019|710628109|'Tyson Foods Inc.'|tyson foods|false
Southwest Transportation (CV)|Tyson Foods, Inc.|AR|1|2|28|58811|710628109|'Tyson Foods Inc.'|tyson foods|false
Spadra Feed Mill|Tyson Foods, Inc.|AR|1|2|38|79804|710815087|'Tyson Foods Inc.'|tyson foods|false
Springdale Growout|Tyson Foods, Inc.|AR|1|2|37|87943|710815087|'Tyson Foods Inc.'|tyson foods|false
Springdale, AR Terminal|Tyson Foods, Inc.|AR|1|3|1205|2714662|710815086|'Tyson Foods Inc.'|tyson foods|false
St Joseph Plant|Tyson Foods, Inc.|MO|1|3|729|1489033|362089049|'Tyson Foods Inc.'|tyson foods|false
St Louis/Tulsa Route Sales|Tyson Foods, Inc.|OK|1|2|16|20521|710815086|'Tyson Foods Inc.'|tyson foods|false
Star City Hatchery|Tyson Foods, Inc.|AR|1|2|28|56159|710815087|'Tyson Foods Inc.'|tyson foods|false
Stilwell Hatchery (Noel)|Tyson Foods, Inc.|OK|1|2|32|74202|710802999|'Tyson Foods Inc.'|tyson foods|false
Storm Lake Plant|Tyson Foods, Inc.|IA|1|3|2324|4507140|710857514|'Tyson Foods Inc.'|tyson foods|false
Storm Lake Turkey Farms|Tyson Foods, Inc.|IA|1|2|80|160679|362089049|'Tyson Foods Inc.'|tyson foods|false
Storm Lake Turkey Plant|Tyson Foods, Inc.|IA|1|3|640|1262030|362089049|'Tyson Foods Inc.'|tyson foods|false
Sweetwater Farms|Tyson Foods, Inc.|OK|1|2|20|41553|710628109|'Tyson Foods Inc.'|tyson foods|false
TDC|Tyson Foods, Inc.|AR|1|3|306|577126|710815086|'Tyson Foods Inc.'|tyson foods|false
Tecumseh Peterson Farm|Tyson Foods, Inc.|NE|1|2|22|47296|470831725|'Tyson Foods Inc.'|tyson foods|false
Tecumseh Plant|Tyson Foods, Inc.|NE|1|2|173|338904|470831725|'Tyson Foods Inc.'|tyson foods|false
Temperanceville Growout|Tyson Foods, Inc.|VA|1|2|17|39713|560754148|'Tyson Foods Inc.'|tyson foods|false
Temperanceville Hatchery|Tyson Foods, Inc.|VA|1|2|29|61101|560754148|'Tyson Foods Inc.'|tyson foods|false
Temperanceville Plant|Tyson Foods, Inc.|VA|1|3|1136|2292994|560754148|'Tyson Foods Inc.'|tyson foods|false
Tennessee Farms|Tyson Foods, Inc.|TN|1|2|27|57070|710628109|'Tyson Foods Inc.'|tyson foods|false
Tennessee Hatchery|Tyson Foods, Inc.|TN|1|2|48|91338|710628109|'Tyson Foods Inc.'|tyson foods|false
Tennessee Pedigree Complex|Tyson Foods, Inc.|TN|1|2|187|385584|710628109|'Tyson Foods Inc.'|tyson foods|false
Three Springs Farms|Tyson Foods, Inc.|OK|1|2|150|295858|710628109|'Tyson Foods Inc.'|tyson foods|false
Timber Lake Farm|Tyson Foods, Inc.|TX|1|2|34|71593|710628109|'Tyson Foods Inc.'|tyson foods|false
Timpson Hatchery|Tyson Foods, Inc.|TX|1|2|43|82669|710628109|'Tyson Foods Inc.'|tyson foods|false
Tolleson Distribution Center|Tyson Foods, Inc.|AZ|1|2|67|129871|472384604|'Tyson Foods Inc.'|tyson foods|false
TVDC|Tyson Foods, Inc.|AR|1|3|284|530494|710815086|'Tyson Foods Inc.'|tyson foods|false
T'ville Feed Mill (Snow Hill)|Tyson Foods, Inc.|MD|1|2|20|47218|560754148|'Tyson Foods Inc.'|tyson foods|false
Tyler Road Plant|Tyson Foods, Inc.|AR|1|3|633|1166384|710815087|'Tyson Foods Inc.'|tyson foods|false
Tyson of Rogers Plant|Tyson Foods, Inc.|AR|1|3|838|1428931|710815087|'Tyson Foods Inc.'|tyson foods|false
Van Buren Plant|Tyson Foods, Inc.|AR|1|3|1072|1972449|710815087|'Tyson Foods Inc.'|tyson foods|false
Vernon Plant|Tyson Foods, Inc.|TX|1|3|772|1662976|510392340|'Tyson Foods Inc.'|tyson foods|false
Vienna Plant|Tyson Foods, Inc.|GA|1|3|1506|2724834|560754148|'Tyson Foods Inc.'|tyson foods|false
Vineland Plant|Tyson Foods, Inc.|NJ|1|3|217|408744|231543124|'Tyson Foods Inc.'|tyson foods|false
Wadesboro Hatchery / Transp|Tyson Foods, Inc.|NC|1|2|54|110499|710628109|'Tyson Foods Inc.'|tyson foods|false
Waldron Feed Mill|Tyson Foods, Inc.|AR|1|2|26|56784|710815087|'Tyson Foods Inc.'|tyson foods|false
Waldron Growout|Tyson Foods, Inc.|AR|1|2|20|48295|710815087|'Tyson Foods Inc.'|tyson foods|false
Waldron Hatchery|Tyson Foods, Inc.|AR|1|2|27|54830|710815087|'Tyson Foods Inc.'|tyson foods|false
Waldron Plant|Tyson Foods, Inc.|AR|1|3|755|1276295|710815086|'Tyson Foods Inc.'|tyson foods|false
Walnut Grove Hatchery (MLO)|Tyson Foods, Inc.|MS|1|2|23|45434|560754148|'Tyson Foods Inc.'|tyson foods|false
Warren Michigan Plant|Tyson Foods, Inc.|MI|1|2|123|227584|731606670|'Tyson Foods Inc.'|tyson foods|false
Waterloo Freezer|Tyson Foods, Inc.|IA|1|2|53|96828|710857514|'Tyson Foods Inc.'|tyson foods|false
Waterloo Plant|Tyson Foods, Inc.|IA|1|2|168|299206|481175514|'Tyson Foods Inc.'|tyson foods|false
Waterloo Pork Plant|Tyson Foods, Inc.|IA|1|3|2808|5462754|710857514|'Tyson Foods Inc.'|tyson foods|false
Waverly Plant|Tyson Foods, Inc.|NE|1|3|454|960050|470831725|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Engineering|Tyson Foods, Inc.|NC|1|2|30|58849|710815073|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Food Service Plant|Tyson Foods, Inc.|NC|1|3|302|579899|710815087|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Fresh Plant|Tyson Foods, Inc.|NC|1|3|1995|4098481|560754148|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Fresh Plant II|Tyson Foods, Inc.|NC|1|3|266|494098|560754148|'Tyson Foods Inc.'|tyson foods|false
Wilkesboro Live Haul|Tyson Foods, Inc.|NC|1|2|55|90647|560754148|'Tyson Foods Inc.'|tyson foods|false
Willow Philly Enid Plant|Tyson Foods, Inc.|OK|1|3|389|793109|730957451|'Tyson Foods Inc.'|tyson foods|false
Zeeland Plant|Tyson Foods, Inc.|MI|1|3|1187|2367712|362089049|'Tyson Foods Inc.'|tyson foods|false
Dutch Valley - Main Office|Four Seasons Corp|TN|1|2|40|80561|621624373|'Four Seasons Construction LLC'|four seasons|false
Reeves Young|Reeves Young|GA|1|3|380|869384|464674821|'Reeves Young'|reeves young|false
A.W. Farrell & Son, Inc. - Plattsburgh Office|A.W. Farrell & Son, Inc.|NY|1|1|16|36660|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
A.W. Farrell & Son, Inc. - Cincinnati Office|A.W. Farrell & Son, Inc.|OH|1|2|27|60858|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
A.W. Farrell & Son, Inc. - Las Vegas Office|A.W. Farrell & Son, Inc.|NV|1|2|23|60733|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
A.W. Farrell & Son, Inc. - Erie Office|A.W. Farrell & Son, Inc.|PA|1|2|30|55559|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
A.W. Farrell & Son, Inc. - Cleveland Office|A.W. Farrell & Son, Inc.|OH|1|2|25|62951|160954042|'A.W. Farrell & Son'|a.w. farrell & son|false
Royal Manufacturing - Buda Facility|Royal Manufacturing|TX|1|2|23|49205|471169363|'Royal industries LLC'|royal|false
River Roofing Inc.|River Roofing Inc.|OR|1|2|40|67305|931046398|'River Roofing Inc.'|river roofing|false
Haeber Roofing Company|Haeber Roofing Company|TX|1|2|40|83820||'Haeber Roofing'|haeber roofing|false
General Coatings Manufacturing Corp.|General Coatings Manufacturing Corp.|CA|1|2|30|60000|461269090|'General Coatings Manufacturing Corp.'|general coatings|false
atlas|atlas roofing corporation|TX|1|2|42|94300|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
New NGC Industries|National Gypsum|OK|1|2|86|177828|561969304|'National Gypsum Co.'|national gypsum|false
CPTC-Landside Modernization Project|McCarthy Building Companies|GA|1|2|21|42193|430399290|'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies - Emory Johns Creek Parking Deck|McCarthy Building Companies|GA|1|1|12|15886||'McCarthy Building Companies'|mccarthy building companies|false
McCarthy Building Companies, Inc. - Southern Region Atlanta Office|McCarthy Building Companies, Inc|GA|1|2|25|52864|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Tecta America - Austin LLC|Tecta America Austin LLC|TX|1|2|46|83178||'Tecta America Austin LLC'|tecta america austin|false
OSHAA 300A|Monarch Construction|OH|2|2|72|151374|311122357|'Monarch Consulting Services'|monarch|false
Lincoln Office|White Castle Roofing|NE||2|168|290112||'White Castle Roofing'|white castle roofing|false
Dynamic Systems INC|Dynamic Systems INC|NY|1|2|48|87429|274258481|'Dynamic National'|dynamic|false
Gluth Brothers Roofing Company Inc.|Gluth Brothers Roofing Company Inc.|IN|1|2|49|98000|351850178|'Gluth Brothers Roofing Co. Inc.'|gluth brothers roofing|false
Atlas Roofing Corporation|Atlas Roofing Corporation|OK|1|2|63|165955||'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Phinney Industrial Roofing, Inc.|Phinney Industrial Roofing, Inc.|OH|1|2|27|43503|341478040|'Phinney Industrial Roofing Inc.'|phinney industrial roofing|false
Atlas Roofing Corp. 2018|Atlas Roofing Corp.|IL|1|2|42|98051||'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Leeding Builders Group LLC (Master)|AECOM|NY|1|2|120|266057||'AECOM'|aecom|false
Dallas Office - McCarthy|McCarthy Building Companies|TX|1|2|101|210266||'McCarthy Building Companies'|mccarthy building companies|false
Christus Trinity Mother Frances Project|McCarthy Building Companies|TX|1|2|45|92564||'McCarthy Building Companies'|mccarthy building companies|false
Collin College Technical Campus #2158 Project|McCarthy Building Companies|TX|1|2|32|66409||'McCarthy Building Companies'|mccarthy building companies|false
AECOM: CS Federal|AECOM|VA|1|2|93|213929||'AECOM'|aecom|false
Buck Roofing & Construction LLC|Buck Roofing & Construction LLC|KS|1|2|41|82745|431926624|'Buck Roofing & Construction LLC'|buck roofing &|false
Advanced Industrial Roofing, Inc.|Advanced Industrial Roofing, Inc.|OH|1|2|80|109926||'Advanced Industrial Roofing Inc.'|advanced industrial roofing|false
Monarch Instrument|Monarch International Inc|NH|1|2|40|81170|020333450|'Monarch Consulting Services'|monarch|false
Plano Fine Arts Center Project|McCarthy Building Companies|TX|1|2|40|116693||'McCarthy Building Companies'|mccarthy building companies|false
Parkland OPC #2163 Project|McCarthy Building Companies|TX|1|2|27|76408||'McCarthy Building Companies'|mccarthy building companies|false
ICON LLC|ICON LLC|MN|1|2|40|60342|462086822|'Icon Corp.'|icon|false
National Gypsum|National Gypsum|CA|1|2|58|133901|752474490|'National Gypsum Co.'|national gypsum|false
NAIS- Hurricane, WV|North American Services Group|WV|1|2|37|117266|141771951|'North American Contractors'|north american|false
NAIS Weirton, WV|North American Services Group|WV|1|2|54|120873|141771951|'North American Contractors'|north american|false
Nation Roof Residential|Nations Roof LLC|FL|1|2|105|182523|815280112|'Nations Roof', 'Nations Roof LLC'|nations roof|true
Nations Roof Southern Florida|Nations Roof LLC|FL|1|2|48|92374|475327013|'Nations Roof', 'Nations Roof LLC'|nations roof|true
The Waterview Shores|Monarch|MN|1|2|54|90407|834662774|'Monarch Consulting Services'|monarch|false
Kaw Roofing & Sheet Metal, Inc|Kaw Roofing & Sheet Metal, Inc|KS|1|2|45|80523|480583315|'Kaw Roofing & Sheet Metal Inc.'|kaw roofing & sheet metal|false
AECOM EIC - Oil & Gas (US)-Casper|AECOM|WY|1|2|85|108655||'AECOM'|aecom|false
Suncoast Roofers Supply 0102|SRS Distribution|FL|1|2|40|59560|261965852|'SRS Distribution Inc.'|srs distribution|false
Suncoast Roofers Supply 0101|SRS Distribution|FL|1|2|59|92794|261965852|'SRS Distribution Inc.'|srs distribution|false
Suncoast Roofers Supply 0103|SRS Distribution|FL|1|2|23|46160|261965852|'SRS Distribution Inc.'|srs distribution|false
Apollo Roofing and Sheet Metal|Greenwood Industries|RI|1|2|49|104157|821688474|'Greenwood Industries Inc.'|greenwood|false
Tishman Construction Corporation|AECOM|NY|1|3|1080|2988499||'AECOM'|aecom|false
TAMKO - Rangeline|TAMKO Building Products LLC|MO|1|2|33|65732|440502367|'TAMKO Building Products Inc.'|tamko building products|false
Parish Episcopal Actv Cnt - McCarthy|McCarthy Building Companies|TX|1|1|12|21049||'McCarthy Building Companies'|mccarthy building companies|false
Greenwood Industries|Greenwood Industries|MA|1|3|325|933911|043165907|'Greenwood Industries Inc.'|greenwood|false
Suncoast Roofers Supply 0104|SRS Distribution|FL|1|2|49|87000|261965852|'SRS Distribution Inc.'|srs distribution|false
Greenwood Industries CT|Greenwood Industries|CT|1|2|61|127465|043165907|'Greenwood Industries Inc.'|greenwood|false
Suncoast Roofers Supply 0106|SRS Distribution|FL|1|2|20|31000|261965852|'SRS Distribution Inc.'|srs distribution|false
BNSF Jobs - #2182 and #2189|McCarthy Building Companies|TX|1|2|23|39276||'McCarthy Building Companies'|mccarthy building companies|false
Milliken & Co - Pendleton Finishing Plant|Milliken & Co|SC|1|3|258|455848|510105342|'Milliken & Company'|milliken &|false
ALLIED SERVICES REHAB HOSPITA|ALLIED SERVICES|PA|1|3|452|537204|232523395|'Allied Construction Services'|allied|false
DEVELOPMENTAL SERVICES|ALLIED SERVICES|PA|1|3|289|427779|240860110|'Allied Construction Services'|allied|false
VOCATIONAL SERVICES|ALLIED SERVICES|PA|1|3|425|519506|240860110|'Allied Construction Services'|allied|false
SKILLED NURSING CENTER|ALLIED SERVICES|PA|1|3|616|802459|232523688|'Allied Construction Services'|allied|false
JOHN HEINZ INSTITUTE OF REHAB|ALLIED SERVICES|PA|1|3|422|525000|232262852|'Allied Construction Services'|allied|false
BURNLEY WORK SHOP DIV 06|ALLIED SERVICES|PA|1|2|97|123308|231642528|'Allied Construction Services'|allied|false
MENTAL HEALTH SERVICES|ALLIED SERVICES|PA|1|2|132|153929|240860110|'Allied Construction Services'|allied|false
DEPAUL SCHOOL|ALLIED SERVICES|PA|1|2|14|22120|232523395|'Allied Construction Services'|allied|false
IN HOME SERVICES|ALLIED SERVICES|PA|1|3|336|352351|240860110|'Allied Construction Services'|allied|false
HOME HEALTH|ALLIED SERVICES|PA|1|2|67|98542|240860110|'Allied Construction Services'|allied|false
CORPORATE SERVICES|ALLIED SERVICES|PA|1|2|213|362213|240860110|'Allied Construction Services'|allied|false
ALLIED TERRACE|ALLIED SERVICES|PA|1|2|47|62385|232862231|'Allied Construction Services'|allied|false
HOSPICE|ALLIED SERVICES|PA|1|2|76|78661|240860110|'Allied Construction Services'|allied|false
MEADE STREET SKILLED NURSING|ALLIED SERVICES|PA|1|2|224|286962|232862231|'Allied Construction Services'|allied|false
MEADE STREET RESIDENCE|ALLIED SERVICES|PA|1|2|46|60857|232862231|'Allied Construction Services'|allied|false
CENTER CITY SKILLED NURSING|ALLIED SERVICES|PA|1|2|103|146466|232862231|'Allied Construction Services'|allied|false
CENTER CITY RESIDENCE AND APA|ALLIED SERVICES|PA|1|2|23|34686|232862231|'Allied Construction Services'|allied|false
Southwest Airlines Expansion Project|McCarthy Building Companies|UT|1|2|30|59416||'McCarthy Building Companies'|mccarthy building companies|false
Hemphill Road Project|McCarthy Building Companies|TX|1|2|13|8587||'McCarthy Building Companies'|mccarthy building companies|false
Pressure Point Roofing|Pressure Point Roofing|OR|1|2|35|77871|931052886|'Pressure Point Roofing'|pressure point roofing|false
Parsippany|RCI LLC|NJ|1|2|70|119539|223530212|'RCI Services LLC'|rci|false
Indianapolis|RCI LLC|IN|1|3|829|1388614|223530212|'RCI Services LLC'|rci|false
Vineland Office|RCI LLC|FL|1|1|16|22922|223530212|'RCI Services LLC'|rci|false
IKO Industries|IKO Industries|AL|1|2|81|219255|271900727|'IKO Industries'|iko|false
090-NBH-HANOVER|N.B. HANDY COMPANY|MD|1|2|21|33724|540238570|'N.B. Handy Co.'|n.b. handy|false
210-NBH-CHARLESTON|N.B. HANDY COMPANY|SC|1|1|13|21074|540238570|'N.B. Handy Co.'|n.b. handy|false
110-NBH-GREENVILLE|N.B. HANDY COMPANY|SC|1|1|15|23756|540238570|'N.B. Handy Co.'|n.b. handy|false
060-NBH-GREENSBORO|N.B. HANDY COMPANY|NC|1|2|20|30162|540238570|'N.B. Handy Co.'|n.b. handy|false
120-NBH-ATLANTA|N.B. HANDY COMPANY|GA|1|2|24|35187|540238570|'N.B. Handy Co.'|n.b. handy|false
080-NBH-CHARLOTTE|N.B. HANDY COMPANY|NC|1|2|29|43177|540238570|'N.B. Handy Co.'|n.b. handy|false
150-NBH-COLUMBIA|N.B. HANDY COMPANY|SC|1|1|10|14081|540238570|'N.B. Handy Co.'|n.b. handy|false
010-NBH-CORPORATE|N.B. HANDY COMPANY|VA|1|2|58|95545|540238570|'N.B. Handy Co.'|n.b. handy|false
190-NBH-DAVENPORT|N.B. HANDY COMPANY|FL|1|1|8|13367|540238570|'N.B. Handy Co.'|n.b. handy|false
500-NBH-STEEL CENTER|N.B. HANDY COMPANY|VA|1|1|12|21164|540238570|'N.B. Handy Co.'|n.b. handy|false
020-NBH-LYNCHBURG|N.B. HANDY COMPANY|VA|1|1|5|7619|540238570|'N.B. Handy Co.'|n.b. handy|false
140-NBH-BALTIMORE|N.B. HANDY COMPANY|MD|1|1|4|6155|540238570|'N.B. Handy Co.'|n.b. handy|false
040-NBH-ROANOKE|N.B. HANDY COMPANY|VA|1|2|22|35104|540238570|'N.B. Handy Co.'|n.b. handy|false
050-NBH-RICHMOND|N.B. HANDY COMPANY|VA|1|2|23|38100|540238570|'N.B. Handy Co.'|n.b. handy|false
030-NBH-RALEIGH|N.B. HANDY COMPANY|NC|1|2|26|39626|540238570|'N.B. Handy Co.'|n.b. handy|false
070-NBH-NORFOLK|N.B. HANDY COMPANY|VA|1|1|18|27449|540238570|'N.B. Handy Co.'|n.b. handy|false
160-NBH-MACHINERY|N.B. HANDY COMPANY|VA|1|1|7|11494|540238570|'N.B. Handy Co.'|n.b. handy|false
Superior Distribution 0122|SRS Distribution|SC|1|2|26|51000|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofing By Curry|Roofing By Curry|FL|1|2|156|2776|650478749|'Roofing by Curry'|roofing by curry|false
Wicks Roofing Inc|Wicks Roofing Inc.|CA|1|2|69|245044|770418522|'Wicks Roofing Inc'|wicks roofing|false
Domack Restoration, LLC|Domack Restoration, LLC|CT|1|2|28|40377|061615584|'Domack Restoration LLC'|domack restoration|false
R&B Roofing|R&B Roofing LLC|TX|1|2|172|361521||'R&B Roofing LLC'|r&b roofing|false
Dixie Roofing, Inc. - Powell|Dixie Roofing, Inc.|TN||2|47|126558|621136030|'Dixie Roofing Inc.'|dixie roofing|false
Dixie Roofing, Inc. - LaFollette|Dixie Roofing, Inc.|TN||2|123|315102|621136030|'Dixie Roofing Inc.'|dixie roofing|false
Suncoast Roofers Supply 0107|SRS Distribution|FL|1|2|31|41848|261965852|'SRS Distribution Inc.'|srs distribution|false
National Gypsum Mount Holly Plant|National Gypsum|NC|1|2|95|223801|752474490|'National Gypsum Co.'|national gypsum|false
Superior Distribution 0130|SRS Distribution|GA|1|2|24|41945|261965852|'SRS Distribution Inc.'|srs distribution|false
Superior Distribution 0132|SRS Distribution|GA|1|2|27|44785|261965852|'SRS Distribution Inc.'|srs distribution|false
Superior Distribution 0167|SRS Distribution|MD|1|2|36|51455|261965852|'SRS Distribution Inc.'|srs distribution|false
Boak & Sons, Inc.|Boak & Sons, Inc.|OH|1|2|165|204268|341368121|'Boak & Sons Inc.'|boak & sons|false
Hamilton Roofing Inc|Hamilton Roofing Inc|FL|1|2|31|57986||'Hamilton Roofing Inc.'|hamilton roofing|false
TAMKO - Columbus|TAMKO Building Products LLC|KS|1|2|24|42797|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Ennis|TAMKO Building Products LLC|TX|1|2|29|57853|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Phillipsburg|TAMKO Building Products LLC|KS|1|2|90|171541|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - Tuscaloosa|TAMKO Building Products LLC|AL|1|2|94|197732|440502367|'TAMKO Building Products Inc.'|tamko building products|false
CertainTeed Fremont RPG|CertainTeed LLC|CA|1|2|76|173622||'CertainTeed LLC'|certainteed|false
TAMKO - Knoxville|TAMKO Building Products LLC|TN|1|2|37|66998|440502367|'TAMKO Building Products Inc.'|tamko building products|false
TAMKO - High Street|TAMKO Building Products LLC|MO|1|2|130|262989|440502367|'TAMKO Building Products Inc.'|tamko building products|false
OWENS CORNING - MOUNT VERNON|OWENS CORNING|OH|1|2|53|100993||'Owens Corning'|owens corning|false
Superior Distribution 0168|SRS Distribution|MD|1|2|21|37834|261965852|'SRS Distribution Inc.'|srs distribution|false
TAMKO - Dallas|TAMKO Building Products LLC|TX|1|2|99|202088|440502367|'TAMKO Building Products Inc.'|tamko building products|false
AAC Building Materials|SRS Distribution|NC|1|2|24|47075|261965852|'SRS Distribution Inc.'|srs distribution|false
National Building & Roofing Supplies|SRS Distribution|NY|1|2|21|38174|471592287|'SRS Distribution Inc.'|srs distribution|false
URSM|United Roofing & Sheet Metal, Inc.|CT|1|2|52|86828|472424796|'United Roofing & Sheet Metal Inc.'|united roofing & sheet metal|false
Southern Shingles|SRS Distribution|TX|1|2|25|54894|261965852|'SRS Distribution Inc.'|srs distribution|false
Southern Shingles 0205|SRS Distribution|TX|1|2|35|38000|261965852|'SRS Distribution Inc.'|srs distribution|false
Southern Shingles 0206|SRS Distribution|TX|1|2|26|58420|261965852|'SRS Distribution Inc.'|srs distribution|false
Orndorff & Spaid Inc|Orndorff & Spaid Inc|MD|1|2|175|394489||'Orndorff & Spaid Inc.'|orndorff & spaid|false
NRG Goal Zero|NRG|UT|1|2|77|153588|411724239|'NRG Construction LLC'|nrg|false
Texas Roofing Co - Round Rock|Texas Roofing Co.|TX|1|2|120|255408||'Texas Roofing Co. Inc.'|texas roofing|false
JHS Restoration|JHS Restoration Inc|CT|1|1|18|39047|272097915|'JHS Restoration Inc.'|jhs restoration|false
National Gypsum company|National Gypsum company|GA|1|2|83|197500|752474490|'National Gypsum Co.'|national gypsum|false
Piedmont National Corp.|Piedmont National Corp.|GA|1|2|251|494649|580707747|'Piedmont Construction Company'|piedmont|false
CertainTeed-Orem|CertainTeed|UT|1|2|96|148847|232510893|'CertainTeed LLC'|certainteed|false
Southern Shingles 0207|SRS Distribution|TX|1|2|29|56726|261965852|'SRS Distribution Inc.'|srs distribution|false
Southern Shingles 0210|SRS Distribution|OK|1|2|22|33734|261965852|'SRS Distribution Inc.'|srs distribution|false
Southern Shingles 0213|SRS Distribution|OK|1|2|23|48804|261965852|'SRS Distribution Inc.'|srs distribution|false
Southern Shingles 0214|SRS Distribution|TX|1|2|21|41960|261965852|'SRS Distribution Inc.'|srs distribution|false
Southern Shingles 0218|SRS Distribution|TX|1|2|30|57839|261965852|'SRS Distribution Inc.'|srs distribution|false
Nations Roof of IL|Nations Roof|IL|1|2|45|75633||'Nations Roof', 'Nations Roof LLC'|nations roof|true
Schultheis Roofing Inc.|Schultheis Roofing|PA|1|2|40|68062|251653339|'Schultheis Roofing Inc.'|schultheis roofing|false
Midwest Roofing Supply 0220|SRS Distribution|IL|1|2|26|50287|261965852|'SRS Distribution Inc.'|srs distribution|false
Midwest Roofing Supply 0228|SRS Distribution|IN|1|2|23|42315|261965852|'SRS Distribution Inc.'|srs distribution|false
River City Wholesale|SRS Distribution|KY|1|2|22|43810|261965852|'SRS Distribution Inc.'|srs distribution|false
Continental Tire the Americas LLC - Sumter Plant|Continental Tire the Americas LLC|SC|1|3|1350|2554598||'Continental Tire the Americas LLC.'|continental tire the americas|false
American Roofing Supply 0240|SRS Distribution|CO|1|2|39|81140|261965852|'SRS Distribution Inc.'|srs distribution|false
American Roofing Supply 0241|SRS Distribution|CO|1|2|20|38933|261965852|'SRS Distribution Inc.'|srs distribution|false
The Garland Company|The Garland Company|OH|1|3|394|704564||'The Garland Company Inc.'|the garland|false
American Roofing Supply 0242|SRS Distribution|CO|1|2|20|49078|261965852|'SRS Distribution Inc.'|srs distribution|false
Metalmaster Roofmaster|Metalmaster Roofmaster|IL|1|2|124|266640|363376644|'Metalmaster Roofmaster Inc.'|metalmaster roofmaster|false
Willoughby Supply 0250|SRS Distribution|OH|1|2|22|41262|471592287|'SRS Distribution Inc.'|srs distribution|false
Willoughby Supply 0251|SRS Distribution|OH|1|2|26|51481|471592287|'SRS Distribution Inc.'|srs distribution|false
EXCEL Fabrication|EXCEL|LA|1|2|60|95969|721329331|'Excel Construction Group'|excel|false
Southern Shingles 0253|SRS Distribution|TX|1|2|25|56243|261965852|'SRS Distribution Inc.'|srs distribution|false
Gannon Roofing Supply 0262|SRS Distribution|IA|1|2|25|42679|261965852|'SRS Distribution Inc.'|srs distribution|false
EXCEL Home Office|EXCEL|LA|1|2|103|183041||'Excel Construction Group'|excel|false
Excel Contractors at CF Industries|Excel Contractors|LA|1|3|36|51323||'Excel Construction Group'|excel|false
