establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
RAMP|RAMP|IL|1|2.00|36.00|61819.00|363149827|'Ramp Construction Company Inc.'|ramp|false
Great Lakes Management The Glenn Hopkins Towers|Great Lakes Management|MN|1|2.00|31.00|44260.00|411614587|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management The Glenn Hopkins Terraces|Great Lakes Management|MN|1|2.00|29.00|43273.00|411614587|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management Laurel Village|Great Lakes Management|MN|1|2.00|20.00|43177.00|411614587|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood  Buffalo AL|Great Lakes Management|MN|1|2.00|47.00|68309.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI The Glenn Minnetonka|Great Lakes Management|MN|1|2.00|49.00|77586.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI The Glenn Hopkins Terraces|Great Lakes Management|MN|1|2.00|56.00|73136.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood Rochester|Great Lakes Management|MN|1|2.00|207.00|349058.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood  Mankato|Great Lakes Management|MN|1|2.00|57.00|40450.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Cottagewood  Buffalo MC|Great Lakes Management|MN|1|2.00|63.00|74760.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Comfort Residence St. Louis Park|Great Lakes Management|MN|1|2.00|34.00|40763.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Comfort Residence Le Sueur|Great Lakes Management|MN|1|2.00|56.00|38130.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Great Lakes Management GTHI Comfort Residence Blaine|Great Lakes Management|MN|1|2.00|62.00|40822.00|203937802|'Great Lakes Systems Inc.'|great lakes|false
Mission Plastics North|Peterson Manufacturing Company|MO|1|2.00|156.00|241179.00||'Peterson Consulting Group'|peterson|false
Berridge - Phoenix|Berridge Manufacturing Company|AZ|1|1.00|4.00|6547.00|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Oklahoma|Berridge Manufacturing Company|OK|1|1.00|2.00|4070.00|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Kansas|Berridge Manufacturing Company|KS|1|1.00|3.00|4378.00|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Dallas|Berridge Manufacturing Company|TX|1|1.00|6.00|8327.00|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Chicago|Berridge Manufacturing Company|IL|1|1.00|3.00|6482.00|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Atlanta|Berridge Manufacturing Company|GA|1|1.00|4.00|5826.00|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge North Carolina|Berridge Manufacturing Company|NC|1|1.00|2.00|4123.00|742125639|'Berridge Manufacturing Co.'|berridge|false
McCormick Plant|Milliken & Company|SC|1|2.00|66.00|121848.00|510105342|'Milliken & Company'|milliken &|false
Advanced Roof Design, Inc.|Advanced Roof Design, Inc.|CA|1|2.00|32.00|63173.00|470858695|'Advanced Roof Design Inc.'|advanced roof design|false
Port Industries Inc|Port Industries Inc|MO|1|2.00|46.00|83831.00|340904575|'Port Enterprises', 'Port Enterprises Ltd.'|port|true
Atlas Roofing Corporation|Atlas Roofing Corporation|GA|1|2.00|119.00|248209.00||'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Atlas Roofing Corporation - Meridian Corporate Office|Atlas Roofing Corporation|MS|1|2.00|36.00|74012.00||'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
EFI Inc|EFI Inc|CA|1|3.00|321.00|602149.00||'EFI Global Inc'|efi|false
Office for Klein Contracting Corporation|Klein Contracting Corporation|GA|1|2.00|33.00|71191.00||'Klein Contracting Corp.'|klein contracting|false
Shafter Glass Mat|GAF|CA|1|1.00|48.00|137506.00|741925368|'GAF'|gaf|false
Shafter Shingle|GAF|CA|1|2.00|114.00|270799.00|741925368|'GAF'|gaf|false
Service Roofing Company|Service Roofing Company|IA|1|2.00|27.00|41295.00|420895028|'Service Roofing Co.'|service roofing|false
Holland Roofing of Cincinnati, INC.|Holland Roofing|KY|1|2.00|121.00|124152.00|611124883|'Holland Roofing Co. Inc.', 'Holland Roofing Group'|holland roofing|true
Fab Production Facility|GMT Corporation|IA|1|2.00|84.00|166781.00|421033414|'GMT Consulting Inc'|gmt|false
Holland Roofing of  Columbus, INC.|Holland Roofing|OH|1|2.00|55.00|36688.00|611288761|'Holland Roofing Co. Inc.', 'Holland Roofing Group'|holland roofing|true
Holland Roofing of Louisville, Inc|Holland Roofing|KY|1|2.00|33.00|41224.00|611303935|'Holland Roofing Co. Inc.', 'Holland Roofing Group'|holland roofing|true
LPM Production Facility|GMT Corporation|IA|1|2.00|25.00|56578.00|421033414|'GMT Consulting Inc'|gmt|false
Holland Roofing Group, LLC|Holland Roofing|KY|1|2.00|66.00|98206.00|311551993|'Holland Roofing Co. Inc.', 'Holland Roofing Group'|holland roofing|true
Artisan Roofing Systems LLC|Artisan Roofing Systems LLC|AZ|1|2.00|40.00|49096.00|274060336|'Artisan Roofing Solutions'|artisan roofing|false
Porter Roofing Contractors Milton, FL|PORTER ROOFING CONTRACTORS|FL|1|2.00|32.00|69748.00|621037198|'Porter Roofing Contractors Inc.'|porter roofing|false
Porter Roofing Contractors Augusta, GA|Porter Roofing Contractors|GA|1|2.00|22.00|46070.00|621037198|'Porter Roofing Contractors Inc.'|porter roofing|false
Porter Roofing Contractors Murfreesboro, TN|Porter Roofing|TN|1|2.00|25.00|73740.00|621037198|'Porter Roofing Contractors Inc.'|porter roofing|false
RMM Flex|Holland Roofing|KY|1|1.00|18.00|20888.00|452914843|'Holland Roofing Co. Inc.', 'Holland Roofing Group'|holland roofing|true
RMM Florida|Holland Roofing|KY|1|1.00|4.00|3163.00|452914843|'Holland Roofing Co. Inc.', 'Holland Roofing Group'|holland roofing|true
Donan|Donan|KY|1|3.00|300.00|549550.00|461265363|'Donan'|donan|false
Custofoam Corporation|Custofoam Corporation|WI|1|2.00|30.00|43248.00|391178726|'Custofoam Corp.'|custofoam|false
Hamilton Roofing Inc|Hamilton Roofing Inc|FL|1|2.00|39.00|76391.00||'Hamilton Roofing Inc.'|hamilton roofing|false
Berridge California Sales Corporation|Berridge Manufacturing|CA|1|1.00|3.00|6329.00|710960386|'Berridge Manufacturing Co.'|berridge|false
Berridge Florida Sales Corporation|Berridge Manufacturing|FL|1|1.00|5.00|7741.00|811958099|'Berridge Manufacturing Co.'|berridge|false
Berridge - Corporate|Berridge Manufacturing|TX|1|2.00|41.00|63273.00|742125639|'Berridge Manufacturing Co.'|berridge|false
Berridge - Denver|Berridge Manufacturing Company|CO|1|1.00|6.00|12915.00|742125639|'Berridge Manufacturing Co.'|berridge|false
HALE INDUSTRIES|HALE INDUSTRIES INC|IN|1|2.00|25.00|50063.00|351941200|'Hale Associates LLC'|hale|false
Damschroder Roofing, Inc.|Damschroder Roofing, Inc.|OH|1|2.00|28.00|43960.00|342037110|'Damschroder Roofing LLC'|damschroder roofing|false
Muleshoe Area Medical Center|Preferred Management|TX|1|2.00|97.00|172089.00|471743325|'Preferred Construction Services Inc.'|preferred|false
Office|The Fania Company|NJ|1|2.00|35.00|70840.00|221501457|'The Fania Co.'|the fania|false
Bell Roof Co|Bell Roof Co|CA|1|2.00|29.00|62017.00|951620634|'Bell Roof Co.'|bell roof|false
O'Neal Steel Incorporated_Birmingham|O'Neal Industries|AL|1|2.00|124.00|278752.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Jacksonville|O'Neal Industries|FL|1|2.00|26.00|56069.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Mobile|O'Neal Industries|AL|1|2.00|28.00|63098.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Nashville|O'Neal Industries|TN|1|2.00|22.00|47956.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Shelbyville|O'Neal Industries|IN|1|2.00|73.00|159640.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Greensboro|O'Neal Industries|NC|1|2.00|32.00|73029.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel, LLC Corporate Office|O'Neal Industries|AL|1|2.00|133.00|276080.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Evansville|O'Neal Industries|IN|1|2.00|22.00|48810.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Ft. Wayne|O'Neal Industries|IN|1|2.00|21.00|46076.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporate_Waterloo|O'Neal Industries|IA|1|2.00|21.00|46580.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Grand Pairie|O'Neal Industries|TX|1|2.00|39.00|93649.00|630196990|'O'Neal Construction'|o'neal|false
All American Roofing, Inc|All American Exterior Solutions|IL|1|2.00|23.00|21975.00|363422277|'All American Exterior Solutions'|all american exterior|false
All American Commercial Roofing, Inc  DBA All American Exterior Solutions Commercial|All American Exterior Solutions|IL|1|2.00|130.00|183733.00|364338072|'All American Exterior Solutions'|all american exterior|false
NORTHSTAR INDUSTRIES|NORTHSTAR INDUSTRIES|IL|1|2.00|23.00|47707.00|363955893|'NorthStar Construction Services Corp.'|northstar|false
Alpha Construction Co. Inc.|Alpha Construction Co. Inc.|CA|1|2.00|33.00|60772.00|952423908|'Alpha Construction Services'|alpha|false
Unilock New York Inc. Boston Division|Unilock|MA|1|2.00|52.00|108233.00|980103212|'Unilock'|unilock|false
Paramount Roofing, Inc|Paramount Roofing, Inc|NY|1|2.00|35.00|65000.00|262459527|'Paramount Roofing Inc.', 'Paramount Roofing LLC'|paramount roofing|true
RSSI Roofing Company|RSSI Roofing Company|MD|1|2.00|49.00|103261.00|274644285|'RSSI Roofing Company'|rssi roofing|false
THOMAS COMPANY BROOKLAWN|THOMAS COMPANY INC|NJ|1|2.00|10.00|14837.00|221801542|'Thomas Co. Inc.'|thomas|false
THOMAS COMPANY INC|THOMAS COMPANY INC|NJ|1|2.00|176.00|334838.00|221801542|'Thomas Co. Inc.'|thomas|false
Saukville|JT Rams LLC|WI|1|2.00|28.00|41198.00||'JT Rams'|jt rams|false
B-E Controls LLC|B-E Controls LLC|WI|1|1.00|10.00|15466.00|454536522|'B-E Controls'|b-e controls|false
Vestal Park Rehabilitation and Nursing Center|USG|NY|1|2.00|159.00|284592.00|274402705|'USG Corporation'|usg|false
Rio Roofing, Inc.|Rio Roofing, Inc.|TX|1|2.00|40.00|92903.00|742427440|'Rio Roofing', 'Rio Roofing Inc.'|rio roofing|true
Metalmaster Roofmaster|Metalmaster Roofmaster|IL|1|2.00|126.00|262080.00||'Metalmaster Roofmaster Inc.'|metalmaster roofmaster|false
Coleman County Medical Center|Preferred Management Corp|OK|1|2.00|123.00|220482.00||'Preferred Construction Services Inc.'|preferred|false
Manson Roofing, Inc.|Manson Roofing, Inc.|FL|1|2.00|43.00|89140.00|591799056|'Manson Roofing Inc.'|manson roofing|false
Kitchell CEM, Inc.|Kitchell|CA|1|2.00|321.00|585150.00||'Kitchell Contractors'|kitchell|false
Kitchell Contractors, Inc. of Arizona|Kitchell|AZ|1|3.00|335.00|659801.00||'Kitchell Contractors'|kitchell|false
Kitchell Contractors, Inc. - California|Kitchell|CA|1|2.00|54.00|106415.00||'Kitchell Contractors'|kitchell|false
Hardison/Downey Construction|Kitchell|AZ|1|2.00|121.00|259618.00||'Kitchell Contractors'|kitchell|false
American Refrigeration Supplies, Inc.|Kitchell|AZ|1|2.00|215.00|451739.00||'Kitchell Contractors'|kitchell|false
Kitchell Corporation|Kitchell Corporation|AZ|1|3.00|859.00|2105261.00|860181400|'Kitchell Contractors'|kitchell|false
Rockford Plant Foamular|Owens Corning|IL|1|2.00|67.00|147730.00||'Owens Corning'|owens corning|false
NRG - Limestone|NRG|TX|1|2.00|139.00|306576.00||'NRG Construction LLC'|nrg|false
Precision Construction Company|Precision Construction Company|OR|1|2.00|35.00|73160.00|930984839|'Precision Construction Services'|precision|false
Ridgeview Plant|Owens Corning|SC|1|2.00|40.00|88991.00||'Owens Corning'|owens corning|false
Van Doorn Roofing, Inc.|Van Doorn Roofing, Inc.|IL|1|1.00|23.00|28620.00|363074704|'Van Doorn Roofing Inc.'|van doorn roofing|false
McDonnell Roofing Inc|McDonnell Roofing Inc|CA|1|2.00|25.00|40519.00||'McDonnell Roofing Inc.'|mcdonnell roofing|false
Spring Sheet Metal & Roofing, LLC|Spring Sheet Metal & Roofing, LLC|NY|1|2.00|47.00|79044.00|814111885|'Spring Sheet Metal & Roofing, LLC'|spring sheet metal & roofing|false
Piedmont National Corp.|Piedmont National Corp.|GA|1|2.00|242.00|474650.00|580707747|'Piedmont Construction Company'|piedmont|false
Greenwood Industries|Greenwood Industries|MA|1|3.00|343.00|503140.00|043165907|'Greenwood Industries Inc.'|greenwood|false
Anderson Construction Company of Fort Gaines|Anderson Construction Company|GA|1|2.00|130.00|269758.00|580974798|'Anderson Associates'|anderson|false
Fry Roofing, Inc.|Fry Roofing, Inc.|TX|1|2.00|23.00|33676.00|742384343|'Fry Roofing Inc.'|fry roofing|false
Atlas Molded Products|Atlas Roofing|MO|1|2.00|52.00|126825.00|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
Roof Asset Management Inc.|Roof Asset Management Inc.|CA|1|2.00|49.00|140379.00|812728224|'Roof Asset Management Inc.'|roof asset|false
Owens Corning Cleveland TN|Owens Corning|TN|1|2.00|33.00|73868.00||'Owens Corning'|owens corning|false
GreenWood, Inc.  - Olin|GreenWood, Inc.|GA|1|1.00|2.00|1981.00||'Greenwood Industries Inc.'|greenwood|false
Rike Roofing Services, Inc.|Rike Roofing Services, Inc.|SC|1|2.00|28.00|56784.00|462246008|'Rike Roofing Services, Inc.'|rike roofing services|false
GreenWood, Inc. -   Home Office|GreenWood, Inc.|SC|1|1.00|16.00|30959.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. -  BASF|GreenWood, Inc.|SC|1|1.00|4.00|8340.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. -  Merck|GreenWood, Inc.|VA|1|2.00|93.00|199733.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. -  Solvay|GreenWood, Inc.|SC|1|1.00|4.00|8370.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Ascend|GreenWood, Inc.|SC|1|1.00|1.00|412.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Augusta Operations|GreenWood, Inc.|GA|1|1.00|6.00|4634.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - BASF|GreenWood, Inc.|GA|1|1.00|2.00|3520.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Bosch-Rexroth|GreenWood, Inc.|SC|1|1.00|2.00|4075.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Carbon Capture|GreenWood, Inc.|KY|1|1.00|1.00|800.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - DiversiTech|GreenWood, Inc.|GA|1|2.00|20.00|41722.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Fuji (Medical|GreenWood, Inc.|SC|1|1.00|1.00|1976.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - GE Aviation|GreenWood, Inc.|AL|1|1.00|22.00|47389.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - GE Durham|GreenWood, Inc.|NC|1|2.00|44.00|86633.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - GE Gas Turbine|GreenWood, Inc.|SC|1|1.00|41.00|88478.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Hershey|GreenWood, Inc.|VA|1|1.00|5.00|11251.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Honeywell|GreenWood, Inc.|SC|1|2.00|25.00|53653.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Kureha|GreenWood, Inc.|WV|1|1.00|13.00|27835.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Merck|GreenWood, Inc.|NC|1|1.00|3.00|3103.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - VA Medical Center|GreenWood, Inc.|VA|1|1.00|11.00|8954.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Toyota|GreenWood, Inc.|WV|1|2.00|19.00|43535.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - ZF Transmission|GreenWood, Inc.|SC|1|2.00|45.00|90474.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.-  Dow|GreenWood, Inc.|NC|1|1.00|4.00|7164.00||'Greenwood Industries Inc.'|greenwood|false
Statesboro|GAF|GA|1|2.00|39.00|108130.00|223626208|'GAF'|gaf|false
GreenWood, Inc.-  Mitsubishi|GreenWood, Inc.|SC|1|2.00|40.00|75907.00||'Greenwood Industries Inc.'|greenwood|false
Ennis Mat|GAF|TX|1|2.00|72.00|181034.00|741925368|'GAF'|gaf|false
GreenWood, Inc.- Caterpiller|GreenWood, Inc.|GA|1|2.00|50.00|98029.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Dow (South Charleston)|GreenWood, Inc.|WV|1|2.00|69.00|123809.00||'Greenwood Industries Inc.'|greenwood|false
Ennis Roofing|GAF|TX|1|2.00|161.00|421513.00|741925368|'GAF'|gaf|false
GreenWood, Inc.- Elanco|GreenWood, Inc.|GA|1|1.00|6.00|8677.00||'Greenwood Industries Inc.'|greenwood|false
C & C Construction of NWF, LLC|C & C Construction of NWF, LLC|FL|1|2.00|29.00|50826.00|262564193|'C & C Construction of NWF LLC'|c & c construction of nwf|false
GreenWood, Inc.- Fuji Film|GreenWood, Inc.|IL|1|2.00|34.00|75596.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- GE Piedmont|GreenWood, Inc.|SC|1|1.00|17.00|33631.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Greer - West Projects|GreenWood, Inc.|SC|1|1.00|9.00|12998.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Nestle|GreenWood, Inc.|GA|1|1.00|1.00|30.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- NutraSweet|GreenWood, Inc.|GA|1|1.00|1.00|2076.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Optima|GreenWood, Inc.|WV|1|1.00|1.00|2648.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Solvay|GreenWood, Inc.|GA|1|2.00|54.00|104124.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Fujifilm|GreenWood, Inc.|SC|1|2.00|53.00|109639.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Standard Aero|GreenWood, Inc.|GA|1|1.00|3.00|8450.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- VA Fab Shop|GreenWood, Inc.|VA|1|1.00|5.00|10400.00||'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.|GreenWood, Inc.|SC|1|3.00|797.00|1559022.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc. - Altivia|GreenWood, Inc.|WV|1|2.00|50.00|104058.00|570967122|'Greenwood Industries Inc.'|greenwood|false
GreenWood, Inc.- Eaton Aerospace Group|GreenWood|SC|1|1.00|2.00|818.00|570967122|'Greenwood Industries Inc.'|greenwood|false
Gillespie Plant|Milliken & Company|SC|1|2.00|65.00|136120.00|510105342|'Milliken & Company'|milliken &|false
Richard L. Sensenig Co.|Richard L. Sensenig Co.|PA|1|2.00|79.00|159493.00|231663036|'Richard L. Sensenig Co.'|richard l. sensenig|false
Royal Office|Royal Construction INC.|WI|1|2.00|32.00|54554.00||'Royal industries LLC'|royal|false
Gilliland Plant|Milliken & Company|SC|1|2.00|200.00|389681.00|510105342|'Milliken & Company'|milliken &|false
TeamCraft Roofing, Inc.|TeamCraft Roofing, Inc.|NC|1|3.00|295.00|893865.00|561986226|'TeamCraft Roofing Inc.'|teamcraft roofing|false
